#MitoChr	MitoPos	VarChr	VarPos	SupportedReads	MeanMappingQuality	Mito.gene	Mito.genedetail
MT	5974	MT	198283329	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6012	MT	123308241	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6176	MT	109724253	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6340	MT	169510243	3	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6370	MT	156754896	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6381	MT	121475769	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6416	MT	109381535	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6421	MT	150842297	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6431	MT	74186147	3	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	647	MT	99755533	2	37	TRNF	MTTF:tRNA:579-649:(+)
MT	6509	MT	154020192	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6522	MT	30353496	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6525	MT	195518313	3	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	654	MT	81061514	2	37	RNR1	MTRNR1:rRNA:650-1603:(+)
MT	6554	MT	241943096	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6605	MT	79691545	3	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6625	MT	63962971	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6681	MT	76339062	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6840	MT	109770991	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6885	MT	181493300	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6898	MT	47586099	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	690	MT	102019354	2	37	RNR1	MTRNR1:rRNA:650-1603:(+)
MT	6917	MT	24179922	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	6938	MT	79254470	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7085	MT	566657	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7152	MT	89355918	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7180	MT	28360230	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7183	MT	63614944	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7227	MT	126049473	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7240	MT	142596683	2	37	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7265	MT	119456301	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	7288	MT	31973508	2	23	COX1	MTCO1:mRNA:5905-7446:(+)
MT	744	MT	214735578	2	37	RNR1	MTRNR1:rRNA:650-1603:(+)
MT	7461	MT	45234359	2	23	TRNS1	MTTS1:tRNA:7446-7517:(-)
MT	7512	MT	28277161	2	23	TRNS1	MTTS1:tRNA:7446-7517:(-)
MT	7568	MT	26948267	2	23	TRND	MTTD:tRNA:7519-7586:(+)
MT	7572	MT	27533948	2	23	TRND	MTTD:tRNA:7519-7586:(+)
MT	7579	MT	37777554	2	23	TRND	MTTD:tRNA:7519-7586:(+)
MT	7656	MT	70097532	5	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7696	MT	106996755	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7715	MT	207605924	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	772	MT	68752260	2	37	RNR1	MTRNR1:rRNA:650-1603:(+)
MT	7726	MT	91940889	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7730	MT	25205120	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7753	MT	93527680	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7766	MT	82880878	3	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7783	MT	107323763	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7790	MT	49398332	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7811	MT	119617332	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7843	MT	226576197	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7844	MT	183559363	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7892	MT	9596215	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7894	MT	175356964	2	23	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7975	MT	122000841	3	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	7992	MT	77666298	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	8031	MT	39863494	2	20	COX2	MTCO2:mRNA:7587-8270:(+)
MT	8053	MT	188123839	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	8094	MT	57307223	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	8129	MT	29088839	3	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	8172	MT	20230448	2	37	COX2	MTCO2:mRNA:7587-8270:(+)
MT	8311	MT	102698057	2	23	TRNK	MTTK:tRNA:8296-8365:(+)
MT	8328	MT	113435737	2	23	TRNK	MTTK:tRNA:8296-8365:(+)
MT	8344	MT	67101922	2	23	TRNK	MTTK:tRNA:8296-8365:(+)
MT	8349	MT	37005294	2	23	TRNK	MTTK:tRNA:8296-8365:(+)
MT	8358	MT	70898719	2	37	TRNK	MTTK:tRNA:8296-8365:(+)
MT	8383	MT	130357703	3	37	ATP8	MTATP8:mRNA:8367-8573:(+)
MT	8391	MT	209168895	2	37	ATP8	MTATP8:mRNA:8367-8573:(+)
MT	8445	MT	70127627	2	37	ATP8	MTATP8:mRNA:8367-8573:(+)
MT	8472	MT	67572745	4	37	ATP8	MTATP8:mRNA:8367-8573:(+)
MT	8512	MT	114808537	3	23	ATP8	MTATP8:mRNA:8367-8573:(+)
MT	8533	MT	97917632	2	23	ATP8|ATP6	MTATP8:mRNA:8367-8573:(+)|MTATP6:mRNA:8528-9208:(+)
MT	8583	MT	198244931	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8586	MT	29395565	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8624	MT	138884146	4	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8637	MT	7376265	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8640	MT	80476389	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8647	MT	152988600	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8676	MT	30516679	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8880	MT	40477188	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8880	MT	112473024	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8896	MT	145991396	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8898	MT	116930895	3	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8903	MT	142510624	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8908	MT	24274293	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8928	MT	45821651	3	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8963	MT	11546583	3	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	8984	MT	72206116	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9007	MT	115971271	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9007	MT	55210137	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9020	MT	68684934	3	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9023	MT	102993269	3	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9039	MT	133862870	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9044	MT	8428060	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9046	MT	32953325	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9055	MT	73231443	2	37	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9077	MT	128133868	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9083	MT	33949075	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9086	MT	65878571	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9093	MT	22419977	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9095	MT	66638827	4	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9098	MT	28059066	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9128	MT	81758489	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9131	MT	192150611	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9151	MT	77565545	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9187	MT	127783814	2	23	ATP6	MTATP6:mRNA:8528-9208:(+)
MT	9222	MT	129348378	2	23	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9231	MT	66627946	2	22.5	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9232	MT	232318134	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9271	MT	111505823	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9362	MT	90689990	2	23	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9430	MT	206869450	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9460	MT	153549119	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9585	MT	58667107	2	23	COX3	MTCO3:mRNA:9208-9988:(+)
MT	965	MT	15198474	2	37	RNR1	MTRNR1:rRNA:650-1603:(+)
MT	9683	MT	7238807	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9687	MT	198918172	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9687	MT	102498847	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9728	MT	38407612	3	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9742	MT	19597310	3	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9768	MT	10578066	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9768	MT	160688327	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9775	MT	214488189	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9798	MT	74772635	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9836	MT	8706880	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9843	MT	103747736	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9873	MT	105009663	3	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9920	MT	114860215	3	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9935	MT	37861891	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9947	MT	156565263	3	37	COX3	MTCO3:mRNA:9208-9988:(+)
MT	9957	MT	220980198	2	37	COX3	MTCO3:mRNA:9208-9988:(+)
